Country,Code,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Russia,RUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,2206.984323324,2028.935993717,1840.4068117,1768.539364985,1630.789539111,1533.455661051,1518.144419773,1516.718673417,1540.33430484,1535.638066077,1542.950629827,1578.930945402,1583.795963199,1570.506804534,1644.689839998,1616.219690094,1689.705178732,1505.588572589,1661.036739444,1733.554377433,1741.540316807,1692.56822549,1686.124243111,1690.150381741,1675.853850278,1698.359822406,1762.740180156,1770.186245894,1652.731797713,1857.57604851,1885.479149146,1844.490194717
Rwanda,RWA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15247,0.4,0.3,0.4,0.6,0.7,0.6,0.7,0.6,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.621246851,0.622837353,0.8,0.8,0.714021762,0.768000722,0.850993722,0.879298241,0.981803,1.033015,1.091936217,1.205513387,1.156458184,1.181456034,1.363973047,1.448179651,1.644988461
Saudi Arabia,SAU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.07156022,128.33038612,126.8866419,136.22003794,157.4412046,173.77403628,185.4397937,187.55061218,194.10573924,191.43894716,198.827909187,202.796242582,213.706792138,214.478871374,221.025603317,212.674793785,227.145501078,253.006832919,255.924529802,263.692567639,289.716700797,301.33200697,311.260095138,346.851965824,388.884322653,404.826122835,406.148918197,348.348962021,425.912266054,441.967434057,497.19740622,524.430788459,555.650396273,568.658026688,595.034847438,621.013658834,589.369404557,584.231904201,567.98859898,614.995186225,592.00607471,611.363869023,640.808234425,656.510611955
Former Serbia and Montenegro,SCG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,64.151795631,55.659236995,53.037159671,61.27909404,67.599108027,73.3511811,74.745813822,57.747901633,60.671014281,61.587186574,67.453505771,71.542518214,73.928262164,68.151889724,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Sudan,SDN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.166282759,3.203202759,3.503202759,3.4,3.1,3.5,4.3,4.2,4.5,4.3,3.9,5.6,5.2,4.9,4.3,4,4,4.1,4.1,4.5,6.5,7.5,8.7,9.8,11,11,12,11.5,12,18,16,15.624129729,14.091540027,14.864278356,14.897455594,16.732517,18.54373,18.613108,18.36376,17.6408179,17.0026068,16.0441266,17.736602891,18.242341696
Senegal,SEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.48792,2.4,2.5,2.3,2.8,2.8,2.9,2.9,2.5,2.6,2.6,2.4,2.9,2.933689057,3.5672541,3.88442536,3.901067172,3.567378115,3.767378115,4.167378115,4.384222643,4.384222643,4.736824596,4.74780729,5.263183061,5.718096529,5.85104461,6.045380799,6.142143479,5.97832888,6.414629257,6.804080241,6.532751741,6.865737904,7.687655067,9.139650053,8.718145105,9.241775439,9.558694385,10.420806384,9.192195464,10.204159203,10.797061392,10.372855168
Singapore,SGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.413071034,31.019216551,33.006405517,32.012811034,34.02241931,33.02241931,41.032027586,46.034271861,49.04153872,53.061465488,58.022272098,61.02306393,68.181341206,75.952461607,81.93942351,82.95504968,98.937509634,99.945400208,104.944674114,104.943568211,107.942501502,112.315343239,110.326909764,112.476510043,125.997019338,133.979038927,139.990766727,140.921188449,156.011841311,192.830550378,196.998750018,209.284348901,210.121690027,211.897260286,212.748423997,218.065109655,232.040682333,237.684952169,244.059157979,231.711225534,215.884811354,217.407123629,227.784395095,238.961548359
Saint Helena,SHN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00277,0.00277,0.00277,0.00278,0.00287,0.00315,0.00632,0.00632,0.00632,0.00631,0.00315,0.00318,0.00637,0.00637,0.00636,0.00636,0.00636,0.00635,0.00635,0.02224,0.0127,0.01271,0.0127,0.00953,0.0127,0.01176,0.012749646,0.01355,0.009569517,0.009581295,0.010625387,0.01135168,0.011292267,0.010717665,0.009753,0.009816,0.0104541,0.0098209,0.015,0.011,0.012,0.012,0.012000017
Solomon Islands,SLB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09768,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.16724932,0.2,0.2,0.3779061,0.391060441,0.392179045,0.388569441,0.363914369,0.331821839,0.318095326,0.322621383,0.338062091,0.3194604,0.3134885,0.3103638,0.2991768,0.318
Sierra Leone,SLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.711,0.7,0.8,0.7,0.7,0.8,0.9,1,1,1.1,1.1,1.1,0.8,0.8,0.7,0.8,0.8,0.9,0.9,0.9,0.9,0.9,1,1,1.2,1.2,1.1,1.070114588,1.3,1.4,0.7,0.802320383,0.900153908,1.112717352,1.219994356,0.980163,1.017097,0.99525134,0.985050284,1.052,1.066,1.306,1.3,1.342
El Salvador,SLV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.98901,1.7,1.6,1.8,1.8,1.9,2.2,2.2,2.3,2.2,2.4,2.8,3.2,3.200951219,3.601660938,4.601700101,4.401816025,4.701880016,5.50208359,5.502481469,5.502747176,5.701780641,5.801585356,6.102593671,6.002325113,6.203891502,6.203199521,6.203393617,5.902812237,5.902209599,5.901772573,6.402612648,6.558956165,6.269219854,6.442372513,6.887408021,6.928914066,6.312351521,7.04650887,8.126514262,6.414479846,7.603814055,8.472250799,8.693611681
Somalia,SOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.11837,1.3,1.3,1.2,1.3,1.3,1.4,1.1,1.1,1.1,1,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.806957487,0.9,0.8,0.8,0.847146451,0.832532163,0.847203703,0.847098186,0.879112,0.895059,0.879181701,0.882390681,0.832,0.774,0.808,0.815,0.838010419
Saint Pierre and Miquelon,SPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1471,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.3,0.2,0.2,0.1,0.1,0.08584,0.08584,0.0604,0.06992,0.06992,0.07628,0.06993,0.06993,0.07628,0.08263,0.08264,0.08581,0.089142942,0.09159,0.088992112,0.092262319,0.092201002,0.090842676,0.09292542,0.098260306,0.099238,0.101037,0.098817,0.0988793,0.071,0.066,0.059,0.055,0.057
Serbia,SRB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,49.787731124,47.060250658,47.571304676,47.275248958,47.128840835,50.51809169,46.031724799,46.091089397,38.15742916,45.483677585,46.474778778,47.702132274,46.88567368,47.421833343,46.80673959,47.035989124,44.175933676,44.782362819
South Sudan,SSD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1.427734967,1.564615172,1.618522479,1.981151,1.859652,1.623722,1.675889,1.828,1.657,1.789,1.678,1.725
Sao Tome and Principe,STP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0321,0.03206,0.03208,0.03206,0.0321,0.03313,0.03463,0.03463,0.03464,0.03466,0.06927,0.07304,0.07692,0.07694,0.08013,0.07942,0.08006,0.07939,0.07937,0.07937,0.09211,0.09209,0.09527,0.09525,0.09531,0.09843,0.1,0.127363197,0.1,0.1,0.1,0.137602959,0.141953509,0.146510073,0.146253896,0.153103,0.159065,0.160820916,0.158288716,0.1617404,0.1554287,0.1604287,0.1414287,0.146
Former U.S.S.R.,SUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3515.884206414,3453.300610605,3533.225244933,3575.448420941,3684.218964198,3769.310277996,3890.305762665,4008.875658777,4065.329889214,4057.071394594,4023.853953498,3933.958360277,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Suriname,SUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.08924,1.8,1.6,1.2,1,1.2,1.3,1.2,1.1,1.2,1.5,1.5,1.4,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.6,1.7,1.8,1.8,1.9,2,2,2.030626983,2,2.1,2.7,2.056473316,2.458005569,2.26434235,2.359134371,2.220087,2.049781,2.308820001,2.314032735,2.21786509,2.045821201,2.390852948,2.547977068,2.520575778
Slovakia,SVK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,50.46784654,45.083288618,48.117533502,45.428375843,43.452742866,41.708822746,39.959954608,37.475991066,40.804042347,40.296261378,40.837859785,40.062496181,40.960250932,40.830410473,39.967512897,39.919690301,35.83160741,37.53659186,36.714182955,34.845135918,34.195493218,31.51768351,32.904094811,32.9667931,34.392963997,34.50052687,32.50619476,30.031405264,33.17484546,30.252778272,30.087097588
Slovenia,SVN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,12.80920615,13.83516886,13.86580232,14.933963809,16.334566122,16.005260432,15.468386198,14.990160806,14.611440854,15.210501669,15.403373791,15.259475521,15.752611742,15.820951016,16.032854497,16.12420159,17.244477792,15.373514323,15.513018596,15.394685092,15.144102762,14.158888899,12.717906066,12.808097077,13.73652472,14.004331713,14.248656405,13.553466101,12.473471388,12.628153052,11.984877941,10.772260975
Sweden,SWE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.071515591,71.543136067,64.377573856,57.115521931,57.840312798,62.203598367,63.707736863,62.101397501,59.047909674,57.772872617,54.854551923,54.956090776,58.123188748,57.516223054,62.316790447,61.028922728,65.798289153,61.140041986,62.331181723,60.082823768,56.668245154,57.922892311,58.125893147,60.102414574,60.046345721,57.651510295,58.982045393,57.543175922,56.470953301,52.087504468,57.18628858,53.194203746,50.341554226,49.525148983,48.630857273,48.802305156,50.360243879,50.590731564,46.970855482,52.417629775,48.286830802,48.996762508,46.484993952,43.959690802
Eswatini,SWZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.678441294,0.660232789,0.592140009,0.524047229,0.574567679,0.664625887,0.677805119,0.662429328,0.620695048,0.736070622,0.751446196,0.670174263,0.617457334,0.623006169,0.882197738,0.833873886,0.785550034,0.813081836,1.150294471,1.192250293,1.095739981,1.101250879,1.092328107,1.001968084,0.997762564,0.953063891,1.084625488,1.154990394,1.047470359,1.10522282,1.01314429,1.009512791,0.981366857,0.88189399,0.915385559,0.977952849,1.063462314,1.123021123,1.203506529,1.325025119,1.334483435,1.330730696,1.163155962,1.326289194
Seychelles,SYC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21036,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.6,0.9,0.9,0.9,0.9,1.2,0.978431842,1,1.2,1.1,0.908261882,1.017234138,0.939768696,1.097209334,1.138135,1.266926,1.299374951,1.1521043,0.9350748,0.8730711,0.8220779,0.8670655,0.893092416
Syria,SYR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.428087003,17.458764793,17.475378413,20.46517031,22.468972896,23.261608084,24.462567379,28.126094052,28.92756575,30.800888229,36.258961412,32.331357862,33.493910465,37.670439233,40.861125978,39.319026086,41.261128969,43.231331102,47.376933236,49.898718743,50.011043848,49.087511168,52.344172833,52.450082138,51.931568141,50.974317357,51.278296159,50.048790533,54.854396193,61.565801022,64.90402265,60.171502349,45.271518137,30.977237213,27.28042514,26.696665502,25.719062671,26.089493975,30.957562784,25.84075387,24.558507073,24.134911197,19.926274535,20.243022654
Turks and Caicos Islands,TCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01661,0.01284,0.01284,0.01284,0.01284,0.01238,0.073110024,0.07776,0.2,0.2,0.1907218,0.1907218,0.192311149,0.206615284,0.212939,0.220254,0.23745,0.23745,0.453,0.446,0.455,0.452,0.447
Chad,TCD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27621,0.3,0.3,0.3,0.1,0.2,0.3,0.2,0.2,0.2,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.297427198,0.3,0.3,0.3,0.327842743,0.316141067,0.334930921,0.333739735,0.957926,1.527515,1.6354449,1.7162899,1.7021042,1.7911691,1.9974808,2.0017925,2.054001914
Togo,TGO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.58233,0.5,0.5,0.6,0.7,0.6,0.5,0.5,0.5,0.6,0.6,1,0.7,0.5,0.6,0.6,0.6,0.7,0.7,1,1.4,1,1.3,2.2,2.3,2.3,2.3,2.608660521,2.886209374,1.552844671,2.719479968,2.444824838,2.113735962,2.205410075,2.410004778,2.585771943,1.968144306,1.816003725,2.276160313,2.153593495,2.027465567,2.462268885,2.482837957,2.656090099
Thailand,THA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.57204808,33.965847932,32.934607345,35.314858484,39.554945206,43.190634396,44.672554568,52.284036866,58.572159527,69.617270015,83.681199783,92.701116923,100.337020338,114.744590168,128.122449292,144.839384917,164.501650818,172.967625854,159.056968656,167.737959995,158.037183163,167.208172304,183.254576264,202.035371386,220.327330867,236.972342109,231.842954599,225.09301363,248.184105876,259.953630767,258.15152462,264.619340371,281.194710193,291.075972545,294.314987204,295.714608892,294.157864391,300.612913677,303.831171218,317.569879779,293.470140982,287.953916967,302.769602727,336.692583354
Tajikistan,TJK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,7.262872968,5.601365099,5.113660907,3.702035582,4.796478599,4.715879122,5.165414303,5.54955425,5.913996805,6.213204579,6.022042456,6.662113356,7.130273631,7.524087903,7.53360823,6.709136527,6.97349778,2.474313113,2.397902462,2.484450524,3.148202545,3.604743371,5.068255442,4.840737356,5.515403534,5.946127307,6.730170798,7.551969698,8.110909604,8.287155217,8.664175087,8.616477788
Turkmenistan,TKM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,19.351376078,18.298035836,17.288971976,18.060926942,18.016336438,19.024095558,17.631743577,19.085855462,23.917023289,29.832895078,34.560238895,43.799630492,47.506361608,48.91932629,38.443528403,36.456414886,32.086431212,47.880091092,58.393713106,67.328381019,77.099807047,79.282049549,81.47924908,98.321316291,98.198532291,97.162210132,97.306322119,98.75715526,99.753164214,99.658768314,100.054841988,106.215175351
Timor-Leste,TLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.3,0.3,0.3,0.3,0.341776221,0.4,0.2,0.253427,0.262934,0.3110748,0.4694018,0.5390538,0.5286017,0.516702681,0.52698616,0.53420808,0.6330455,0.6160455,0.6040728,0.6220935,0.66
Tonga,TON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02911,0.04286,0.04005,0.04286,0.04298,0.04468,0.04728,0.06937,0.08109,0.08744,0.08743,0.09762,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.18639073,0.2,0.2,0.129139232,0.122132704,0.125264058,0.123492205,0.132212561,0.13618498,0.144218035,0.174306579,0.150016259,0.1623117,0.1928603,0.1924987,0.1646234,0.174
Trinidad and Tobago,TTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.55811155,10.09098155,9.8553101,10.641415517,14.1452896,15.3759508,11.227520933,10.528522983,10.738409367,11.3819631,12.21362635,13.64663089,13.872866417,14.887874455,17.046162027,17.86450763,19.681313957,21.312406829,21.211447449,21.880478254,23.140910253,26.010796625,27.461032975,32.960886708,31.064049235,34.732813727,44.742689699,43.865169545,48.081480207,46.448151748,51.571790933,53.195311581,50.936025637,56.568972932,55.19857812,54.230426218,48.957140339,40.878009766,40.485352133,39.104585938,35.225331216,35.2944591,34.92063732,33.62887694
Tunisia,TUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.539987205,9.342474207,8.723972978,9.96246457,10.734032737,10.878617438,11.954903633,10.940929877,11.848882952,13.143417912,13.135061071,11.289839497,12.346142798,14.661812238,15.568852212,13.718319728,14.411848108,16.804825463,17.443333189,18.832831017,18.957692257,20.545072727,20.471697943,20.089219118,20.003938803,21.247623816,20.156614134,17.866141985,20.864766951,18.211954801,17.659318128,17.696963424,18.665224873,20.43771143,22.233952708,23.11775831,22.836950137,24.719953495,25.327234628,25.670574045,23.820785914,25.636060415,25.269749307,24.645205947
Turkiye,TUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.136624641,61.002761679,66.274742568,71.664123112,80.466045028,91.186220973,102.703790778,110.374460404,104.735785927,120.847078223,127.692166491,130.565233129,136.051073938,142.547810202,144.564046333,158.594134352,172.949433526,182.534473812,186.008780298,186.580097646,207.174949731,188.39931061,198.307005451,209.089188199,212.795779822,233.299198814,250.944958722,278.985513589,272.685276728,270.522912084,267.676892587,289.675381716,306.165078384,303.418280051,330.186324999,351.130761699,372.724052265,402.654350683,397.800544326,392.433270519,371.59497553,403.647115319,392.211588489,399.1734211
Tuvalu,TUV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taiwan,TWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.103599558,64.025720927,64.055902781,71.063565467,80.689893823,81.860117946,87.672125142,91.576409616,106.085402825,116.194613061,119.248091156,125.038997009,132.074410455,145.029703961,156.746512521,171.853079627,187.985281815,197.303024135,211.98387097,210.109006364,237.72328192,229.215867335,254.063921576,271.631254695,257.853510479,267.334131774,274.501909475,253.718664658,265.064669165,242.261467145,271.970446045,276.048394479,268.939669741,267.374081323,274.043035774,273.186495918,281.164776269,267.13371952,283.193662206,279.243467798,274.559140474,285.783954823,283.076057143,289.109235167
Tanzania,TZA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.91186,2.2,2.2,1.9,2.1,2.1,2.7,2.4,2.502474932,2.508351522,2.817800953,2.327250384,2.654594849,2.808356982,2.512643749,2.506976425,2.542445262,2.48571609,2.533650874,2.675336564,2.670659162,3.08394738,3.499321995,3.65152889,4.209546697,5.053158389,5.414392703,5.691847893,6.194776191,6.790053621,6.645204036,7.832454198,9.701844979,10.410591281,10.522900801,10.843429747,11.485682638,10.739107709,11.482904105,13.774400464,13.13814057,14.870029048,17.100167173,17.707315159
Uganda,UGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70227,0.4,0.5,0.5,0.5,0.6,0.7,0.6,0.9,0.8,0.8,0.9,1,1,1,1,1,1.1,1.2,1.2,1.3,1.4,1.5,1.6,1.6,1.7,1.9,1.90638211,2,3.3,3.4,3.899274398,3.609873639,3.845916221,4.637705422,4.635478,4.859262,5.400768423,5.866205464,5.813,5.464,5.992,6.153,6.353602411
Ukraine,UKR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,594.182350193,556.220655001,461.970247938,431.688325484,364.384111154,355.073865915,344.278817697,348.610263254,348.729324467,341.47280226,346.995196242,381.219356753,338.771996953,341.41919368,361.432351174,372.86935946,366.792481261,266.581450065,294.767075686,327.785963732,303.34300126,288.399490003,249.748361944,212.597562191,210.429844727,198.015946978,202.842061462,191.174291754,173.786286632,175.451025546,112.126909846,106.846786479
Uruguay,URY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.757630463,5.204365232,4.902182616,3.9,3.7,3.4,3.4,4,4.7,4.9,4.5,4.2,4.5,4.9,4.6,4.7,4.9,5.2,6.4,7.239235198,6.478470396,4.980301899,5.342463531,5.521395551,6.039373807,6.281632794,7.340428368,6.508653095,8.040470671,9.082078429,8.158376624,9.162558411,9.813243621,8.494611416,7.500800101,8.072587193,7.914768354,6.936088697,7.311541742,7.083880994,6.168090309,6.772539042,7.071467418,6.89648167
United States,USA,2206.690829,2382.046176,2526.687327,2473.373964,2536.892888,2422.25256,2684.786146,2777.042758,2756.562392,2703.188545,2807.171174,2914.008533,2942.790633,3064.923181,3184.516899,3316.753148,3461.741169,3654.178703,3749.381715,3964.523069,4134.686706,4261.307787,4311.927159,4532.007774,4721.984594,4561.227063,4426.421477,4694.157203,4835.524743,4883.910187,4946.62713,4756.327682,4636.683767,4404.478373,4383.991528,4612.907919,4605.409548,4615.724283,4775.615628,4998.282831,5084.633189,5037.974591,4990.804015,5088.754566,5182.035578,5262.042104,5324.415469,5518.140946,5589.453934,5636.862429,5700.389375,5888.730707,5777.92351,5820.176507,5886.568309,5993.881691,6007.148548,5929.495965,6015.697399,5823.274283,5403.827705,5593.815811,5454.851298,5236.477943,5359.016761,5414.028471,5262.200304,5169.044195,5131.529178,5277.882471,5146.992591,4585.24685,4905.910439,4940.473622,4795.36631
U.S. Pacific Islands,USIQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14736,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.333994724,0.3,0.3,0.352942211,0.301108386,0.30193334,0.301108386,0.301108386,0.301108386,0.301037996,0.301545627,0.301545627,0.3,0.297,0.297,0.297,0.294
U.S. Territories,USOH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Uzbekistan,UZB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,97.585460102,117.859682421,100.076885886,106.044847212,103.595252999,103.596605074,102.299752168,103.03493722,107.68083613,112.424915059,115.898302073,116.150525901,122.456706913,117.504760781,121.436538864,118.330427326,127.371826123,107.40559716,103.621163368,113.814901588,112.979144264,103.458135158,112.370081856,108.987531732,97.007867149,100.242828629,101.578983795,100.546920477,100.395341438,107.229002961,115.399190982,110.991809712
Saint Vincent/Grenadines,VCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03793,0.03498,0.03796,0.03791,0.03501,0.0398,0.03975,0.04279,0.05135,0.07599,0.07812,0.07565,0.08287,0.07644,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.165799136,0.2,0.2,0.2,0.208304387,0.259541778,0.209761744,0.22420505,0.231392,0.231747,0.26343114,0.2392802,0.227,0.243,0.243,0.251,0.268197697
Venezuela,VEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.497709324,97.846679788,98.298687989,93.00388602,92.164409377,93.914972066,99.502339433,98.367994409,96.210895976,102.199478759,102.537749285,104.587294147,104.659830791,106.941333575,112.921776897,117.864721091,120.308310129,122.370133384,129.527653923,121.08094275,125.170102899,142.220115968,137.770528363,127.788778567,135.034954629,131.626708227,143.496808587,126.554786165,139.662634834,135.589171231,142.156846662,137.508847285,156.134440582,144.56582394,148.247173844,146.123679031,143.667236706,140.438683495,124.455179791,94.784625528,62.650938579,64.927293897,74.179342064,76.729939231
British Virgin Islands,VGB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02217,0.03498,0.03468,0.03498,0.0321,0.03275,0.03777,0.04407,0.04723,0.05039,0.05039,0.05039,0.0541,0.05411,0.05413,0.05406,0.0604,0.06039,0.06036,0.06036,0.06038,0.06038,0.06039,0.0699,0.08895,0.09531,0.1,0.11115615,0.1,0.1,0.2,0.17865226,0.177708728,0.177212161,0.179863623,0.183908,0.186382,0.174258053,0.216635316,0.188,0.184,0.188,0.19,0.188
U.S. Virgin Islands,VIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.111970009,2.106199599,2.106199599,2.106199599,2.111970009,2.106199599,2.106199599,2.219536615,1.840710216,1.519415365,1.984413529,2.346567161,2.456640345,2.226557317,2.503414041,2.701012513,2.648706694,2.641043339,2.670397558,2.474374532,9.399158302,11.304190346,10.740752343,13.191962589,13.254989854,12.540138045,13.214256932,11.898705598,6.585401232,6.26176605,5.776552001,4.216067065,2.665856919,1.371191661,2.925204766,2.935942854,2.438125286,2.438125286,2.438125286,2.43813,2.27778,2.40025,2.27154,2.377589618
Vietnam,VNM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.513557516,10.757429282,11.189188506,11.312640689,9.877361582,10.635786112,11.754923737,12.601171656,13.064718519,13.082400285,13.302417437,14.636715218,15.938822312,19.022627107,20.705746869,25.174383171,31.133673798,32.806355318,35.060242068,37.287730033,41.884211003,44.340263508,53.826182292,60.116703289,83.200063342,84.376676173,90.908066372,98.403559882,105.438066167,108.962299721,126.984243096,139.994352635,143.161188983,138.255230441,160.531486858,193.344215599,214.862811078,214.821937104,243.581974536,292.804296233,285.058220301,273.718676173,283.322106246,305.404229075
Vanuatu,VUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11663,0.1,0.1,0.09951,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09619,0.06518,0.06519,0.06521,0.06516,0.06515,0.06514,0.06513,0.06513,0.08424,0.08421,0.09057,0.09055,0.09395,0.1,0.09691,0.108370295,0.1,0.1,0.160800606,0.187230597,0.153786281,0.1478844,0.169027841,0.157678799,0.160785748,0.180490615,0.234325792,0.222,0.26,0.275,0.275,0.292
Wake Island,WAK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.23566,1.2,1.2,1.2,1.2,1.2,1.3,1.3,1.3,1.3,1.2,1.2,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.293315626,1.3,1.3,1.295447529,1.297896871,1.301452752,1.297896871,1.297896871,1.297896871,1.298108468,1.271954959,1.273786855,1.274,1.274,1.274,1.22,1.214
